Method,Name,Error,Occurrences
PUT,/prime/v1/mto-shipments/{mtoShipmentID}/addresses/{addressID},"HTTPSConnectionPool(host='api.exp.move.mil', port=443): Max retries exceeded with url: /prime/v1/mto-shipments/2805cea8-9e5c-4dfd-b5f6-44c3e13961ec/addresses/90d799ca-581d-4695-855a-c44ef579b213 (Caused by NewConnectionError('<urllib3.connection.HTTPSConnection object at 0x7f2876455a60>: Failed to establish a new connection: [Errno 111] Connection refused'))",2
PUT,/prime/v1/mto-shipments/{mtoShipmentID},"HTTPSConnectionPool(host='api.exp.move.mil', port=443): Max retries exceeded with url: /prime/v1/mto-shipments/f744d9c3-1dc5-42c8-ae81-d532d81e983d (Caused by NewConnectionError('<urllib3.connection.HTTPSConnection object at 0x7f2876389a60>: Failed to establish a new connection: [Errno 111] Connection refused'))",11
PUT,/prime/v1/mto-shipments/{mtoShipmentID},"HTTPSConnectionPool(host='api.exp.move.mil', port=443): Max retries exceeded with url: /prime/v1/mto-shipments/8347f2ea-2617-4213-8c01-fd7b373b9037 (Caused by NewConnectionError('<urllib3.connection.HTTPSConnection object at 0x7f2889b90b80>: Failed to establish a new connection: [Errno 111] Connection refused'))",1
PATCH,/support/v1/mto-shipments/{mtoShipmentID}/status,"HTTPSConnectionPool(host='api.exp.move.mil', port=443): Max retries exceeded with url: /support/v1/mto-shipments/f7699f95-cde1-4add-8a51-152574576c13/status (Caused by NewConnectionError('<urllib3.connection.HTTPSConnection object at 0x7f2875ef9910>: Failed to establish a new connection: [Errno 111] Connection refused'))",56
POST,/prime/v1/mto-shipments,"('Connection aborted.', OSError(0, 'Error'))",85
PATCH,/support/v1/mto-shipments/{mtoShipmentID}/status,"HTTPSConnectionPool(host='api.exp.move.mil', port=443): Max retries exceeded with url: /support/v1/mto-shipments/7aca9384-dac0-4520-a020-9afa59cc4374/status (Caused by NewConnectionError('<urllib3.connection.HTTPSConnection object at 0x7f28899ffdc0>: Failed to establish a new connection: [Errno 111] Connection refused'))",1
PUT,/prime/v1/mto-shipments/{mtoShipmentID}/addresses/{addressID},"HTTPSConnectionPool(host='api.exp.move.mil', port=443): Max retries exceeded with url: /prime/v1/mto-shipments/7c03075e-347d-446d-9938-27d73bbecf9b/addresses/92e37999-cbef-47ba-88ad-0aa4f40a6a36 (Caused by NewConnectionError('<urllib3.connection.HTTPSConnection object at 0x7f289d3afaf0>: Failed to establish a new connection: [Errno 111] Connection refused'))",13
GET,/support/v1/move-task-orders/{moveTaskOrderID},"HTTPSConnectionPool(host='api.exp.move.mil', port=443): Max retries exceeded with url: /support/v1/move-task-orders/f0be6b0e-a75c-409d-9ba6-003d7ca6e8d4 (Caused by NewConnectionError('<urllib3.connection.HTTPSConnection object at 0x7f289cfaf610>: Failed to establish a new connection: [Errno 111] Connection refused'))",1
PUT,/prime/v1/mto-shipments/{mtoShipmentID},"HTTPSConnectionPool(host='api.exp.move.mil', port=443): Max retries exceeded with url: /prime/v1/mto-shipments/61f5ebd7-d980-4588-aac6-48ad760d5caa (Caused by NewConnectionError('<urllib3.connection.HTTPSConnection object at 0x7f2888bcfd60>: Failed to establish a new connection: [Errno 110] Connection timed out'))",1
PUT,/prime/v1/mto-shipments/{mtoShipmentID}/addresses/{addressID},"HTTPSConnectionPool(host='api.exp.move.mil', port=443): Max retries exceeded with url: /prime/v1/mto-shipments/849b0344-ba5c-4170-83be-4a6bde6a72b2/addresses/946e1197-53fd-4c18-a73d-62a63664e19b (Caused by NewConnectionError('<urllib3.connection.HTTPSConnection object at 0x7f28a59b5550>: Failed to establish a new connection: [Errno 111] Connection refused'))",7
PUT,/prime/v1/mto-shipments/{mtoShipmentID}/addresses/{addressID},"HTTPSConnectionPool(host='api.exp.move.mil', port=443): Max retries exceeded with url: /prime/v1/mto-shipments/f5af3f3c-3100-40d9-a2ff-61f41e4827a4/addresses/986540ec-926f-4146-ac2b-90cc399215a4 (Caused by NewConnectionError('<urllib3.connection.HTTPSConnection object at 0x7f28a4141160>: Failed to establish a new connection: [Errno 111] Connection refused'))",8
PATCH,/support/v1/mto-shipments/{mtoShipmentID}/status,"HTTPSConnectionPool(host='api.exp.move.mil', port=443): Max retries exceeded with url: /support/v1/mto-shipments/9097e779-3c0f-4442-9181-d4bd87f347d2/status (Caused by NewConnectionError('<urllib3.connection.HTTPSConnection object at 0x7f28768f4d30>: Failed to establish a new connection: [Errno 111] Connection refused'))",41
GET,/support/v1/move-task-orders/{moveTaskOrderID},"HTTPSConnectionPool(host='api.exp.move.mil', port=443): Max retries exceeded with url: /support/v1/move-task-orders/0f89e7b9-9b6a-4726-bc5a-2386c59998dc (Caused by NewConnectionError('<urllib3.connection.HTTPSConnection object at 0x7f289e698d90>: Failed to establish a new connection: [Errno 110] Connection timed out'))",1
PUT,/prime/v1/mto-shipments/{mtoShipmentID}/addresses/{addressID},"HTTPSConnectionPool(host='api.exp.move.mil', port=443): Max retries exceeded with url: /prime/v1/mto-shipments/cb63a5ab-4c4f-4145-816d-b0fcf55eb2f7/addresses/962f41ce-1124-4836-b3ab-429b3070d838 (Caused by NewConnectionError('<urllib3.connection.HTTPSConnection object at 0x7f28764609d0>: Failed to establish a new connection: [Errno 111] Connection refused'))",1
PUT,/prime/v1/mto-shipments/{mtoShipmentID}/agents/{agentID},"HTTPSConnectionPool(host='api.exp.move.mil', port=443): Max retries exceeded with url: /prime/v1/mto-shipments/80ed1a3f-2cab-451e-96d7-4a9e45b6ac64/agents/b674d2c4-62a6-4065-99db-ccc65f3477ab (Caused by NewConnectionError('<urllib3.connection.HTTPSConnection object at 0x7f2876926d90>: Failed to establish a new connection: [Errno 111] Connection refused'))",1
PUT,/prime/v1/mto-shipments/{mtoShipmentID}/agents/{agentID},"HTTPSConnectionPool(host='api.exp.move.mil', port=443): Max retries exceeded with url: /prime/v1/mto-shipments/73eae851-28a5-43e2-9d67-4de045890a21/agents/dad24945-9e3b-4b96-9896-b04952439897 (Caused by NewConnectionError('<urllib3.connection.HTTPSConnection object at 0x7f28776ebe50>: Failed to establish a new connection: [Errno 111] Connection refused'))",35
PUT,/prime/v1/mto-shipments/{mtoShipmentID}/agents/{agentID},"HTTPSConnectionPool(host='api.exp.move.mil', port=443): Max retries exceeded with url: /prime/v1/mto-shipments/0c7fb86a-3396-4b5b-9b99-c879898b36e4/agents/d68ac884-3521-468a-b2e0-8d4988ece563 (Caused by NewConnectionError('<urllib3.connection.HTTPSConnection object at 0x7f289c25e370>: Failed to establish a new connection: [Errno 110] Connection timed out'))",2
PUT,/prime/v1/mto-shipments/{mtoShipmentID}/agents/{agentID},"HTTPSConnectionPool(host='api.exp.move.mil', port=443): Max retries exceeded with url: /prime/v1/mto-shipments/18445e4d-beee-4f28-b10a-18f7b2388d58/agents/4e5df3d0-bd30-4d6f-85c1-44665500ac9b (Caused by NewConnectionError('<urllib3.connection.HTTPSConnection object at 0x7f2889c96a60>: Failed to establish a new connection: [Errno 111] Connection refused'))",2
PATCH,/support/v1/mto-service-items/{mtoServiceItemID}/status,"HTTPSConnectionPool(host='api.exp.move.mil', port=443): Max retries exceeded with url: /support/v1/mto-service-items/9455cc04-d377-4440-be66-a22cd7f6acce/status (Caused by NewConnectionError('<urllib3.connection.HTTPSConnection object at 0x7f2877e4c7f0>: Failed to establish a new connection: [Errno 110] Connection timed out'))",6
PUT,/prime/v1/mto-shipments/{mtoShipmentID}/agents/{agentID},"HTTPSConnectionPool(host='api.exp.move.mil', port=443): Max retries exceeded with url: /prime/v1/mto-shipments/a9555e89-a71c-429e-aaf5-df9caede8758/agents/32891d55-a208-4e26-88f5-768a60dc751d (Caused by NewConnectionError('<urllib3.connection.HTTPSConnection object at 0x7f28761d26d0>: Failed to establish a new connection: [Errno 111] Connection refused'))",4
PATCH,/support/v1/mto-shipments/{mtoShipmentID}/status,"HTTPSConnectionPool(host='api.exp.move.mil', port=443): Max retries exceeded with url: /support/v1/mto-shipments/871ce121-7ce4-44b4-bdb0-e96f07a021e5/status (Caused by NewConnectionError('<urllib3.connection.HTTPSConnection object at 0x7f28899a9730>: Failed to establish a new connection: [Errno 110] Connection timed out'))",3
POST,/prime/v1/payment-requests/{paymentRequestID}/uploads,"('Connection aborted.', RemoteDisconnected('Remote end closed connection without response'))",1162
PUT,/prime/v1/mto-shipments/{mtoShipmentID}/agents/{agentID},"HTTPSConnectionPool(host='api.exp.move.mil', port=443): Max retries exceeded with url: /prime/v1/mto-shipments/630315e6-1006-4bd6-b04d-5d9767c17e19/agents/2499e6b2-bbf5-4d99-a73f-63612df482a3 (Caused by NewConnectionError('<urllib3.connection.HTTPSConnection object at 0x7f289d371bb0>: Failed to establish a new connection: [Errno 111] Connection refused'))",3
GET,/support/v1/move-task-orders/{moveTaskOrderID},"HTTPSConnectionPool(host='api.exp.move.mil', port=443): Max retries exceeded with url: /support/v1/move-task-orders/e8a782b5-635c-41a1-84da-06d9fe5f8775 (Caused by NewConnectionError('<urllib3.connection.HTTPSConnection object at 0x7f289fce7640>: Failed to establish a new connection: [Errno 111] Connection refused'))",1
PUT,/prime/v1/mto-shipments/{mtoShipmentID}/addresses/{addressID},"HTTPSConnectionPool(host='api.exp.move.mil', port=443): Max retries exceeded with url: /prime/v1/mto-shipments/6733c98e-d79e-47f8-aab2-9092b44a5a69/addresses/45fbb51b-158c-4bee-9327-6545a927b679 (Caused by NewConnectionError('<urllib3.connection.HTTPSConnection object at 0x7f28898e9340>: Failed to establish a new connection: [Errno 111] Connection refused'))",1
PATCH,/support/v1/mto-shipments/{mtoShipmentID}/status,"HTTPSConnectionPool(host='api.exp.move.mil', port=443): Max retries exceeded with url: /support/v1/mto-shipments/c67d9275-e884-46b8-a0a9-3e464ef435eb/status (Caused by NewConnectionError('<urllib3.connection.HTTPSConnection object at 0x7f28a5536970>: Failed to establish a new connection: [Errno 111] Connection refused'))",2
PATCH,/support/v1/mto-shipments/{mtoShipmentID}/status,"HTTPSConnectionPool(host='api.exp.move.mil', port=443): Max retries exceeded with url: /support/v1/mto-shipments/484a99af-c84d-410e-b4d5-c0fb38300979/status (Caused by NewConnectionError('<urllib3.connection.HTTPSConnection object at 0x7f2876723a00>: Failed to establish a new connection: [Errno 111] Connection refused'))",5
PUT,/prime/v1/mto-shipments/{mtoShipmentID}/agents/{agentID},"HTTPSConnectionPool(host='api.exp.move.mil', port=443): Max retries exceeded with url: /prime/v1/mto-shipments/f19a241c-4de5-4759-889d-ab06f0038e3a/agents/3966eba2-ebfd-4e8b-98ac-919a7111c21a (Caused by NewConnectionError('<urllib3.connection.HTTPSConnection object at 0x7f289d43fd00>: Failed to establish a new connection: [Errno 111] Connection refused'))",5
PATCH,/support/v1/mto-shipments/{mtoShipmentID}/status,"HTTPSConnectionPool(host='api.exp.move.mil', port=443): Max retries exceeded with url: /support/v1/mto-shipments/0a2b76c8-f7a3-4f62-837f-4d5623b32fee/status (Caused by NewConnectionError('<urllib3.connection.HTTPSConnection object at 0x7f2888507cd0>: Failed to establish a new connection: [Errno 110] Connection timed out'))",1
PUT,/prime/v1/mto-shipments/{mtoShipmentID},"HTTPSConnectionPool(host='api.exp.move.mil', port=443): Max retries exceeded with url: /prime/v1/mto-shipments/3b134b6b-23b4-40a2-b6b5-0c01089a2181 (Caused by NewConnectionError('<urllib3.connection.HTTPSConnection object at 0x7f28885c0c40>: Failed to establish a new connection: [Errno 110] Connection timed out'))",1
PATCH,/support/v1/mto-service-items/{mtoServiceItemID}/status,"HTTPSConnectionPool(host='api.exp.move.mil', port=443): Max retries exceeded with url: /support/v1/mto-service-items/1545eba4-d759-4805-bc6c-30f9d9f15733/status (Caused by NewConnectionError('<urllib3.connection.HTTPSConnection object at 0x7f288988ef10>: Failed to establish a new connection: [Errno 111] Connection refused'))",2
GET,/support/v1/move-task-orders/{moveTaskOrderID},"HTTPSConnectionPool(host='api.exp.move.mil', port=443): Max retries exceeded with url: /support/v1/move-task-orders/16b21d64-8e3f-44b0-a187-a0e92b397fb6 (Caused by NewConnectionError('<urllib3.connection.HTTPSConnection object at 0x7f2888a72d90>: Failed to establish a new connection: [Errno 111] Connection refused'))",1
PUT,/prime/v1/mto-shipments/{mtoShipmentID}/agents/{agentID},"HTTPSConnectionPool(host='api.exp.move.mil', port=443): Max retries exceeded with url: /prime/v1/mto-shipments/0097fd92-9d8d-4b80-88ed-92c4ff0de2fe/agents/2094906e-bbde-49f2-a2d7-3549292433ff (Caused by NewConnectionError('<urllib3.connection.HTTPSConnection object at 0x7f2888ad5370>: Failed to establish a new connection: [Errno 111] Connection refused'))",25
PATCH,/support/v1/mto-shipments/{mtoShipmentID}/status,"HTTPSConnectionPool(host='api.exp.move.mil', port=443): Max retries exceeded with url: /support/v1/mto-shipments/133184be-3a92-4846-b46b-245dbdd958df/status (Caused by NewConnectionError('<urllib3.connection.HTTPSConnection object at 0x7f2876078af0>: Failed to establish a new connection: [Errno 111] Connection refused'))",37
PATCH,/support/v1/mto-shipments/{mtoShipmentID}/status,"HTTPSConnectionPool(host='api.exp.move.mil', port=443): Max retries exceeded with url: /support/v1/mto-shipments/957fb482-f5ea-4f6d-9796-6af8f37367ce/status (Caused by NewConnectionError('<urllib3.connection.HTTPSConnection object at 0x7f28892cffd0>: Failed to establish a new connection: [Errno 111] Connection refused'))",43
PATCH,/support/v1/mto-shipments/{mtoShipmentID}/status,"HTTPSConnectionPool(host='api.exp.move.mil', port=443): Max retries exceeded with url: /support/v1/mto-shipments/61f5ebd7-d980-4588-aac6-48ad760d5caa/status (Caused by NewConnectionError('<urllib3.connection.HTTPSConnection object at 0x7f289d439610>: Failed to establish a new connection: [Errno 111] Connection refused'))",3
PATCH,/support/v1/mto-shipments/{mtoShipmentID}/status,"HTTPSConnectionPool(host='api.exp.move.mil', port=443): Max retries exceeded with url: /support/v1/mto-shipments/7061760f-0e6b-420c-91b5-1365e97f3bdf/status (Caused by NewConnectionError('<urllib3.connection.HTTPSConnection object at 0x7f28776c7550>: Failed to establish a new connection: [Errno 111] Connection refused'))",4
PATCH,/support/v1/mto-shipments/{mtoShipmentID}/status,"HTTPSConnectionPool(host='api.exp.move.mil', port=443): Max retries exceeded with url: /support/v1/mto-shipments/ebc4719e-272d-4c4d-81fe-623598d7004c/status (Caused by NewConnectionError('<urllib3.connection.HTTPSConnection object at 0x7f28898c92b0>: Failed to establish a new connection: [Errno 111] Connection refused'))",19
GET,/support/v1move-task-orders/{moveTaskOrderID},"HTTPSConnectionPool(host='api.exp.move.mil', port=443): Max retries exceeded with url: /support/v1/move-task-orders/76de3f9d-9263-499c-ba7c-45b5d836013d (Caused by NewConnectionError('<urllib3.connection.HTTPSConnection object at 0x7f289c100ac0>: Failed to establish a new connection: [Errno 111] Connection refused'))",55
PATCH,/prime/v1/move-task-orders/{moveTaskOrderID}/post-counseling-info,"HTTPSConnectionPool(host='api.exp.move.mil', port=443): Max retries exceeded with url: /prime/v1/move-task-orders/8599440b-ea9c-4efb-8804-feeafef5410c/post-counseling-info (Caused by NewConnectionError('<urllib3.connection.HTTPSConnection object at 0x7f28a50867f0>: Failed to establish a new connection: [Errno 111] Connection refused'))",132
PATCH,/support/v1/mto-shipments/{mtoShipmentID}/status,"HTTPSConnectionPool(host='api.exp.move.mil', port=443): Max retries exceeded with url: /support/v1/mto-shipments/1b2227d4-a74c-43ac-b30d-7214462d5cfe/status (Caused by NewConnectionError('<urllib3.connection.HTTPSConnection object at 0x7f289d4e0100>: Failed to establish a new connection: [Errno 111] Connection refused'))",7
PATCH,/support/v1/payment-requests/{paymentRequestID}/status,"HTTPSConnectionPool(host='api.exp.move.mil', port=443): Max retries exceeded with url: /support/v1/payment-requests/3f04420f-20b8-492e-8f81-1547a6628d90/status (Caused by NewConnectionError('<urllib3.connection.HTTPSConnection object at 0x7f28a5bdf4f0>: Failed to establish a new connection: [Errno 110] Connection timed out'))",12
PUT,/prime/v1/mto-shipments/{mtoShipmentID},"HTTPSConnectionPool(host='api.exp.move.mil', port=443): Max retries exceeded with url: /prime/v1/mto-shipments/d63491e0-1e0d-4c10-82f7-a5faff6c0377 (Caused by NewConnectionError('<urllib3.connection.HTTPSConnection object at 0x7f2888371610>: Failed to establish a new connection: [Errno 110] Connection timed out'))",1
PATCH,/support/v1/mto-shipments/{mtoShipmentID}/status,"HTTPSConnectionPool(host='api.exp.move.mil', port=443): Max retries exceeded with url: /support/v1/mto-shipments/cb831d18-06e8-42c9-9658-cd3ddfb9db6b/status (Caused by NewConnectionError('<urllib3.connection.HTTPSConnection object at 0x7f2876568af0>: Failed to establish a new connection: [Errno 111] Connection refused'))",7
