Method,Name,Error,Occurrences
PATCH,/support/v1/mto-shipments/{mtoShipmentID}/status,"HTTPSConnectionPool(host='api.exp.move.mil', port=443): Max retries exceeded with url: /support/v1/mto-shipments/6c9d3469-af25-437c-be85-5957ff8d37a6/status (Caused by NewConnectionError('<urllib3.connection.HTTPSConnection object at 0x7f3b040f9610>: Failed to establish a new connection: [Errno 111] Connection refused'))",7
PUT,/prime/v1/mto-shipments/{mtoShipmentID}/agents/{agentID},"HTTPSConnectionPool(host='api.exp.move.mil', port=443): Max retries exceeded with url: /prime/v1/mto-shipments/9c490180-9370-430a-8296-c4a4211fe7b3/agents/1d71c0a9-63d9-48ab-9ae5-d3591655b54c (Caused by NewConnectionError('<urllib3.connection.HTTPSConnection object at 0x7f3b068f5760>: Failed to establish a new connection: [Errno 111] Connection refused'))",4
PATCH,/support/v1/mto-shipments/{mtoShipmentID}/status,"HTTPSConnectionPool(host='api.exp.move.mil', port=443): Max retries exceeded with url: /support/v1/mto-shipments/87eed891-41c6-4ad8-94bb-c3f7b134c01d/status (Caused by NewConnectionError('<urllib3.connection.HTTPSConnection object at 0x7f3af08d02e0>: Failed to establish a new connection: [Errno 111] Connection refused'))",5
PATCH,/support/v1/payment-requests/{paymentRequestID}/status,409 Client Error: Conflict for url: /support/v1/payment-requests/{paymentRequestID}/status,13
PATCH,/support/v1/payment-requests/{paymentRequestID}/status,"HTTPSConnectionPool(host='api.exp.move.mil', port=443): Max retries exceeded with url: /support/v1/payment-requests/f5da5089-058c-41a3-9dc7-cbbfb1da2726/status (Caused by NewConnectionError('<urllib3.connection.HTTPSConnection object at 0x7f3af16da6a0>: Failed to establish a new connection: [Errno 111] Connection refused'))",35
PATCH,/support/v1/mto-service-items/{mtoServiceItemID}/status,"HTTPSConnectionPool(host='api.exp.move.mil', port=443): Max retries exceeded with url: /support/v1/mto-service-items/5576b7d4-269d-4cc7-ae1d-4975fe383351/status (Caused by NewConnectionError('<urllib3.connection.HTTPSConnection object at 0x7f3b0705d4c0>: Failed to establish a new connection: [Errno 111] Connection refused'))",20
POST,/prime/v1/payment-requests/{paymentRequestID}/uploads,"HTTPSConnectionPool(host='api.exp.move.mil', port=443): Max retries exceeded with url: /prime/v1/payment-requests/87af9667-9cce-4f17-9ec0-817a1760ca10/uploads (Caused by NewConnectionError('<urllib3.connection.HTTPSConnection object at 0x7f3af0b3e130>: Failed to establish a new connection: [Errno 111] Connection refused'))",20
PATCH,/support/v1/mto-service-items/{mtoServiceItemID}/status,"HTTPSConnectionPool(host='api.exp.move.mil', port=443): Max retries exceeded with url: /support/v1/mto-service-items/d42bba2b-ec8d-4520-8b98-7a8cd2fad8c1/status (Caused by NewConnectionError('<urllib3.connection.HTTPSConnection object at 0x7f3b06839d00>: Failed to establish a new connection: [Errno 110] Connection timed out'))",4
PUT,/prime/v1/mto-shipments/{mtoShipmentID}/agents/{agentID},"HTTPSConnectionPool(host='api.exp.move.mil', port=443): Max retries exceeded with url: /prime/v1/mto-shipments/90a49f08-3399-489d-a79e-4c81b4caf9b0/agents/7753411a-b2ee-4346-83fa-ec97c7951148 (Caused by NewConnectionError('<urllib3.connection.HTTPSConnection object at 0x7f3af09732e0>: Failed to establish a new connection: [Errno 111] Connection refused'))",11
PUT,/prime/v1/mto-shipments/{mtoShipmentID}/agents/{agentID},"HTTPSConnectionPool(host='api.exp.move.mil', port=443): Max retries exceeded with url: /prime/v1/mto-shipments/d30f7c78-9a12-4f08-aa40-5fb6b0d6f426/agents/d04ae70b-ebad-49a2-9845-16d0b9fd6ee2 (Caused by NewConnectionError('<urllib3.connection.HTTPSConnection object at 0x7f3af0b3e280>: Failed to establish a new connection: [Errno 111] Connection refused'))",9
PATCH,/support/v1/payment-requests/{paymentRequestID}/status,"HTTPSConnectionPool(host='api.exp.move.mil', port=443): Max retries exceeded with url: /support/v1/payment-requests/275b15ef-6712-4654-8e05-372903de5329/status (Caused by NewConnectionError('<urllib3.connection.HTTPSConnection object at 0x7f3af144b940>: Failed to establish a new connection: [Errno 110] Connection timed out'))",7
PUT,/prime/v1/mto-shipments/{mtoShipmentID}/agents/{agentID},"HTTPSConnectionPool(host='api.exp.move.mil', port=443): Max retries exceeded with url: /prime/v1/mto-shipments/d06be23b-0043-48da-aee5-698e9af07afa/agents/ba3ac910-f69b-49c1-a48f-7405668e6d97 (Caused by NewConnectionError('<urllib3.connection.HTTPSConnection object at 0x7f3b0c624400>: Failed to establish a new connection: [Errno 111] Connection refused'))",9
PUT,/prime/v1/mto-shipments/{mtoShipmentID},"HTTPSConnectionPool(host='api.exp.move.mil', port=443): Max retries exceeded with url: /prime/v1/mto-shipments/c66dae5a-746f-4e98-96e8-c117d38464a8 (Caused by NewConnectionError('<urllib3.connection.HTTPSConnection object at 0x7f3b07511a30>: Failed to establish a new connection: [Errno 111] Connection refused'))",5
PUT,/prime/v1/mto-shipments/{mtoShipmentID},"HTTPSConnectionPool(host='api.exp.move.mil', port=443): Max retries exceeded with url: /prime/v1/mto-shipments/6c9d3469-af25-437c-be85-5957ff8d37a6 (Caused by NewConnectionError('<urllib3.connection.HTTPSConnection object at 0x7f3b06813340>: Failed to establish a new connection: [Errno 111] Connection refused'))",5
PUT,/prime/v1/mto-shipments/{mtoShipmentID},"HTTPSConnectionPool(host='api.exp.move.mil', port=443): Max retries exceeded with url: /prime/v1/mto-shipments/882bbf2e-0ff7-4cb0-871a-d0b82303fb5f (Caused by NewConnectionError('<urllib3.connection.HTTPSConnection object at 0x7f3b074dcaf0>: Failed to establish a new connection: [Errno 111] Connection refused'))",5
PUT,/prime/v1/mto-shipments/{mtoShipmentID}/agents/{agentID},"HTTPSConnectionPool(host='api.exp.move.mil', port=443): Max retries exceeded with url: /prime/v1/mto-shipments/22eb0b12-d66d-47e1-af17-0416d0e3acf2/agents/33b928e4-70c0-4f85-bc5a-813559ac04a0 (Caused by NewConnectionError('<urllib3.connection.HTTPSConnection object at 0x7f3adbd88520>: Failed to establish a new connection: [Errno 111] Connection refused'))",1
PATCH,/prime/v1/move-task-orders/{moveTaskOrderID}/post-counseling-info,"HTTPSConnectionPool(host='api.exp.move.mil', port=443): Max retries exceeded with url: /prime/v1/move-task-orders/0d893bc0-c8fd-4f92-a874-1c847cdff152/post-counseling-info (Caused by NewConnectionError('<urllib3.connection.HTTPSConnection object at 0x7f3b05c5a880>: Failed to establish a new connection: [Errno 111] Connection refused'))",17
PATCH,/support/v1/mto-shipments/{mtoShipmentID}/status,"HTTPSConnectionPool(host='api.exp.move.mil', port=443): Max retries exceeded with url: /support/v1/mto-shipments/ab6967ba-11a1-4a19-a935-400da5c888cb/status (Caused by NewConnectionError('<urllib3.connection.HTTPSConnection object at 0x7f3b0790c520>: Failed to establish a new connection: [Errno 111] Connection refused'))",41
PATCH,/support/v1/mto-shipments/{mtoShipmentID}/status,"HTTPSConnectionPool(host='api.exp.move.mil', port=443): Max retries exceeded with url: /support/v1/mto-shipments/a8c63fb1-efc4-4af1-ae0a-6e5fa23dfa23/status (Caused by NewConnectionError('<urllib3.connection.HTTPSConnection object at 0x7f3af113b2b0>: Failed to establish a new connection: [Errno 111] Connection refused'))",4
PATCH,/prime/v1/move-task-orders/{moveTaskOrderID}/post-counseling-info,"HTTPSConnectionPool(host='api.exp.move.mil', port=443): Max retries exceeded with url: /prime/v1/move-task-orders/265de9a9-158f-434b-a95a-c0dac4abe451/post-counseling-info (Caused by NewConnectionError('<urllib3.connection.HTTPSConnection object at 0x7f3af17d9130>: Failed to establish a new connection: [Errno 110] Connection timed out'))",3
PATCH,/support/v1/mto-shipments/{mtoShipmentID}/status,"HTTPSConnectionPool(host='api.exp.move.mil', port=443): Max retries exceeded with url: /support/v1/mto-shipments/d15bf2a4-ce4d-4ddf-ae2a-ac6540eea834/status (Caused by NewConnectionError('<urllib3.connection.HTTPSConnection object at 0x7f3b06efcdf0>: Failed to establish a new connection: [Errno 111] Connection refused'))",5
PUT,/prime/v1/mto-shipments/{mtoShipmentID}/addresses/{addressID},"HTTPSConnectionPool(host='api.exp.move.mil', port=443): Max retries exceeded with url: /prime/v1/mto-shipments/708749d2-a4c4-4898-b520-ffe1d40e68d0/addresses/21382f0d-8e7d-4534-ad92-eebcf6e01fd3 (Caused by NewConnectionError('<urllib3.connection.HTTPSConnection object at 0x7f3b07037940>: Failed to establish a new connection: [Errno 111] Connection refused'))",1
PUT,/prime/v1/mto-shipments/{mtoShipmentID}/agents/{agentID},"HTTPSConnectionPool(host='api.exp.move.mil', port=443): Max retries exceeded with url: /prime/v1/mto-shipments/2253c5e6-10b4-489f-87ac-bfab87435264/agents/71189f59-7569-47ad-8649-751fedef1844 (Caused by NewConnectionError('<urllib3.connection.HTTPSConnection object at 0x7f3b07362c40>: Failed to establish a new connection: [Errno 111] Connection refused'))",2
PATCH,/support/v1/mto-shipments/{mtoShipmentID}/status,"HTTPSConnectionPool(host='api.exp.move.mil', port=443): Max retries exceeded with url: /support/v1/mto-shipments/c8244fa4-b0f5-40a2-aee0-47341c613aef/status (Caused by NewConnectionError('<urllib3.connection.HTTPSConnection object at 0x7f3b05a08d90>: Failed to establish a new connection: [Errno 111] Connection refused'))",1
PUT,/prime/v1/mto-shipments/{mtoShipmentID}/addresses/{addressID},"HTTPSConnectionPool(host='api.exp.move.mil', port=443): Max retries exceeded with url: /prime/v1/mto-shipments/3aa60d73-e086-4f32-aa7d-dac9bc288366/addresses/69263ca5-8a16-482b-9085-4b6c17cf0766 (Caused by NewConnectionError('<urllib3.connection.HTTPSConnection object at 0x7f3b06b0dfd0>: Failed to establish a new connection: [Errno 110] Connection timed out'))",1
PATCH,/support/v1/mto-shipments/{mtoShipmentID}/status,"HTTPSConnectionPool(host='api.exp.move.mil', port=443): Max retries exceeded with url: /support/v1/mto-shipments/a652f1c9-79a7-49a9-8d12-a0568d029185/status (Caused by NewConnectionError('<urllib3.connection.HTTPSConnection object at 0x7f3b0405bee0>: Failed to establish a new connection: [Errno 110] Connection timed out'))",5
PATCH,/support/v1/mto-service-items/{mtoServiceItemID}/status,"HTTPSConnectionPool(host='api.exp.move.mil', port=443): Max retries exceeded with url: /support/v1/mto-service-items/c4513d09-cc08-4c3e-9c2f-2a9cb512f531/status (Caused by NewConnectionError('<urllib3.connection.HTTPSConnection object at 0x7f3b07fc9c70>: Failed to establish a new connection: [Errno 110] Connection timed out'))",4
PATCH,/prime/v1/move-task-orders/{moveTaskOrderID}/post-counseling-info,"HTTPSConnectionPool(host='api.exp.move.mil', port=443): Max retries exceeded with url: /prime/v1/move-task-orders/fa222a14-189d-4720-b649-280c2f80e658/post-counseling-info (Caused by NewConnectionError('<urllib3.connection.HTTPSConnection object at 0x7f3b0656de20>: Failed to establish a new connection: [Errno 110] Connection timed out'))",2
PUT,/prime/v1/mto-shipments/{mtoShipmentID}/addresses/{addressID},"HTTPSConnectionPool(host='api.exp.move.mil', port=443): Max retries exceeded with url: /prime/v1/mto-shipments/aa0f4212-8780-4011-822d-5d56c50e387b/addresses/4218061c-a1a0-4cc9-9b0d-7c4561823a8e (Caused by NewConnectionError('<urllib3.connection.HTTPSConnection object at 0x7f3b05f23910>: Failed to establish a new connection: [Errno 111] Connection refused'))",1
PUT,/prime/v1/mto-shipments/{mtoShipmentID},"HTTPSConnectionPool(host='api.exp.move.mil', port=443): Max retries exceeded with url: /prime/v1/mto-shipments/ab6967ba-11a1-4a19-a935-400da5c888cb (Caused by NewConnectionError('<urllib3.connection.HTTPSConnection object at 0x7f3b0705d100>: Failed to establish a new connection: [Errno 111] Connection refused'))",21
PATCH,/support/v1/mto-service-items/{mtoServiceItemID}/status,"HTTPSConnectionPool(host='api.exp.move.mil', port=443): Max retries exceeded with url: /support/v1/mto-service-items/c5a1713f-a184-4487-bfe6-10aa0c12125a/status (Caused by NewConnectionError('<urllib3.connection.HTTPSConnection object at 0x7f3b07ffc970>: Failed to establish a new connection: [Errno 111] Connection refused'))",17
PUT,/prime/v1/mto-shipments/{mtoShipmentID}/addresses/{addressID},"HTTPSConnectionPool(host='api.exp.move.mil', port=443): Max retries exceeded with url: /prime/v1/mto-shipments/9b3e0638-9944-4403-8dbf-0123ea6d7471/addresses/84f88dbc-e355-4508-b38d-f394cdc46c66 (Caused by NewConnectionError('<urllib3.connection.HTTPSConnection object at 0x7f3af09359a0>: Failed to establish a new connection: [Errno 111] Connection refused'))",4
PATCH,/support/v1/mto-shipments/{mtoShipmentID}/status,"HTTPSConnectionPool(host='api.exp.move.mil', port=443): Max retries exceeded with url: /support/v1/mto-shipments/277b70a7-4454-4c17-876a-5c949090875d/status (Caused by NewConnectionError('<urllib3.connection.HTTPSConnection object at 0x7f3af174d700>: Failed to establish a new connection: [Errno 111] Connection refused'))",9
PUT,/prime/v1/mto-shipments/{mtoShipmentID},"HTTPSConnectionPool(host='api.exp.move.mil', port=443): Max retries exceeded with url: /prime/v1/mto-shipments/d30f7c78-9a12-4f08-aa40-5fb6b0d6f426 (Caused by NewConnectionError('<urllib3.connection.HTTPSConnection object at 0x7f3af16a1d60>: Failed to establish a new connection: [Errno 111] Connection refused'))",4
GET,/support/v1move-task-orders/{moveTaskOrderID},"HTTPSConnectionPool(host='api.exp.move.mil', port=443): Max retries exceeded with url: /support/v1/move-task-orders/3b7eca92-851e-4cc9-aa9b-04035b57ecca (Caused by NewConnectionError('<urllib3.connection.HTTPSConnection object at 0x7f3b05bd7670>: Failed to establish a new connection: [Errno 110] Connection timed out'))",2
PUT,/prime/v1/mto-shipments/{mtoShipmentID}/agents/{agentID},"HTTPSConnectionPool(host='api.exp.move.mil', port=443): Max retries exceeded with url: /prime/v1/mto-shipments/5a2cefe3-6f1d-494a-acb1-9a82e63ebd4a/agents/cf594d71-9d7d-4ea9-a334-65a8d7be739f (Caused by NewConnectionError('<urllib3.connection.HTTPSConnection object at 0x7f3b04085a90>: Failed to establish a new connection: [Errno 110] Connection timed out'))",1
PUT,/prime/v1/mto-shipments/{mtoShipmentID}/addresses/{addressID},"HTTPSConnectionPool(host='api.exp.move.mil', port=443): Max retries exceeded with url: /prime/v1/mto-shipments/71536fc3-69d1-438f-9826-9c2a85571e8d/addresses/21be9db7-a1df-4ed8-87d6-8ccddc31fdba (Caused by NewConnectionError('<urllib3.connection.HTTPSConnection object at 0x7f3b0630c160>: Failed to establish a new connection: [Errno 111] Connection refused'))",10
PATCH,/support/v1/mto-shipments/{mtoShipmentID}/status,"HTTPSConnectionPool(host='api.exp.move.mil', port=443): Max retries exceeded with url: /support/v1/mto-shipments/965df9e1-24a4-4f68-9cb5-115b9891016f/status (Caused by NewConnectionError('<urllib3.connection.HTTPSConnection object at 0x7f3af0394100>: Failed to establish a new connection: [Errno 111] Connection refused'))",11
PUT,/prime/v1/mto-shipments/{mtoShipmentID}/addresses/{addressID},"HTTPSConnectionPool(host='api.exp.move.mil', port=443): Max retries exceeded with url: /prime/v1/mto-shipments/1192e165-3e71-4fad-85ab-26dc2801ea26/addresses/916ec6fc-5028-4f33-981a-bfa1885dfdf8 (Caused by NewConnectionError('<urllib3.connection.HTTPSConnection object at 0x7f3b07a1b8e0>: Failed to establish a new connection: [Errno 111] Connection refused'))",2
PUT,/prime/v1/mto-shipments/{mtoShipmentID}/agents/{agentID},"HTTPSConnectionPool(host='api.exp.move.mil', port=443): Max retries exceeded with url: /prime/v1/mto-shipments/27c9fa4b-2a06-4959-8d7a-ea4327c7cd17/agents/81d659fb-7de0-416a-9d52-4b17e5f1e422 (Caused by NewConnectionError('<urllib3.connection.HTTPSConnection object at 0x7f3af131f4c0>: Failed to establish a new connection: [Errno 111] Connection refused'))",10
PUT,/prime/v1/mto-shipments/{mtoShipmentID}/agents/{agentID},"HTTPSConnectionPool(host='api.exp.move.mil', port=443): Max retries exceeded with url: /prime/v1/mto-shipments/ceeb214a-6097-404e-8049-e6a3ec7d73f3/agents/2dbe754e-9d4d-46d2-a8e3-b35966fd1813 (Caused by NewConnectionError('<urllib3.connection.HTTPSConnection object at 0x7f3b071ff9a0>: Failed to establish a new connection: [Errno 111] Connection refused'))",4
PATCH,/support/v1/mto-shipments/{mtoShipmentID}/status,"HTTPSConnectionPool(host='api.exp.move.mil', port=443): Max retries exceeded with url: /support/v1/mto-shipments/cdc5fa50-1354-4f41-92ad-a61f3d47c256/status (Caused by NewConnectionError('<urllib3.connection.HTTPSConnection object at 0x7f3b07c42520>: Failed to establish a new connection: [Errno 111] Connection refused'))",3
PUT,/prime/v1/mto-shipments/{mtoShipmentID},"HTTPSConnectionPool(host='api.exp.move.mil', port=443): Max retries exceeded with url: /prime/v1/mto-shipments/d15bf2a4-ce4d-4ddf-ae2a-ac6540eea834 (Caused by NewConnectionError('<urllib3.connection.HTTPSConnection object at 0x7f3b0744f3d0>: Failed to establish a new connection: [Errno 111] Connection refused'))",3
PATCH,/support/v1/mto-service-items/{mtoServiceItemID}/status,"HTTPSConnectionPool(host='api.exp.move.mil', port=443): Max retries exceeded with url: /support/v1/mto-service-items/afef4b5c-eea8-40b3-ad22-de8990854a74/status (Caused by NewConnectionError('<urllib3.connection.HTTPSConnection object at 0x7f3b04085ee0>: Failed to establish a new connection: [Errno 110] Connection timed out'))",1
PUT,/prime/v1/mto-shipments/{mtoShipmentID}/addresses/{addressID},"HTTPSConnectionPool(host='api.exp.move.mil', port=443): Max retries exceeded with url: /prime/v1/mto-shipments/e24b8be8-9c0a-4f1e-8da3-9e3fa52b55c4/addresses/313392c5-f8ea-4d8c-8a23-3e1e7d73eca0 (Caused by NewConnectionError('<urllib3.connection.HTTPSConnection object at 0x7f3b040cbbe0>: Failed to establish a new connection: [Errno 111] Connection refused'))",1
PATCH,/prime/v1/move-task-orders/{moveTaskOrderID}/post-counseling-info,"HTTPSConnectionPool(host='api.exp.move.mil', port=443): Max retries exceeded with url: /prime/v1/move-task-orders/666c1f55-b9c1-4482-8fa6-f98dbadd857b/post-counseling-info (Caused by NewConnectionError('<urllib3.connection.HTTPSConnection object at 0x7f3b05b14af0>: Failed to establish a new connection: [Errno 111] Connection refused'))",10
PATCH,/support/v1/mto-service-items/{mtoServiceItemID}/status,"('Connection aborted.', RemoteDisconnected('Remote end closed connection without response'))",989
PATCH,/prime/v1/move-task-orders/{moveTaskOrderID}/post-counseling-info,"HTTPSConnectionPool(host='api.exp.move.mil', port=443): Max retries exceeded with url: /prime/v1/move-task-orders/fa222a14-189d-4720-b649-280c2f80e658/post-counseling-info (Caused by NewConnectionError('<urllib3.connection.HTTPSConnection object at 0x7f3b0e59efd0>: Failed to establish a new connection: [Errno 111] Connection refused'))",18
PUT,/prime/v1/mto-shipments/{mtoShipmentID}/addresses/{addressID},"HTTPSConnectionPool(host='api.exp.move.mil', port=443): Max retries exceeded with url: /prime/v1/mto-shipments/6aae538e-4e9f-4ccc-b216-0450a8529131/addresses/9bf9855d-79d7-417e-941d-8b1158ade6f3 (Caused by NewConnectionError('<urllib3.connection.HTTPSConnection object at 0x7f3b072fd6d0>: Failed to establish a new connection: [Errno 110] Connection timed out'))",1
PUT,/prime/v1/mto-shipments/{mtoShipmentID},"HTTPSConnectionPool(host='api.exp.move.mil', port=443): Max retries exceeded with url: /prime/v1/mto-shipments/74e33d1f-d813-45c4-9503-6893ea688a1f (Caused by NewConnectionError('<urllib3.connection.HTTPSConnection object at 0x7f3b05eea8e0>: Failed to establish a new connection: [Errno 110] Connection timed out'))",3
PATCH,/support/v1/mto-shipments/{mtoShipmentID}/status,"HTTPSConnectionPool(host='api.exp.move.mil', port=443): Max retries exceeded with url: /support/v1/mto-shipments/c0776cbb-5853-4011-afad-8adeb8bf5377/status (Caused by NewConnectionError('<urllib3.connection.HTTPSConnection object at 0x7f3b05ee7610>: Failed to establish a new connection: [Errno 110] Connection timed out'))",1
PATCH,/support/v1/mto-shipments/{mtoShipmentID}/status,"HTTPSConnectionPool(host='api.exp.move.mil', port=443): Max retries exceeded with url: /support/v1/mto-shipments/5a2cefe3-6f1d-494a-acb1-9a82e63ebd4a/status (Caused by NewConnectionError('<urllib3.connection.HTTPSConnection object at 0x7f3b07377970>: Failed to establish a new connection: [Errno 111] Connection refused'))",9
PATCH,/support/v1/payment-requests/{paymentRequestID}/status,"HTTPSConnectionPool(host='api.exp.move.mil', port=443): Max retries exceeded with url: /support/v1/payment-requests/44723abb-66a4-429f-8111-de030664606b/status (Caused by NewConnectionError('<urllib3.connection.HTTPSConnection object at 0x7f3b05c73c10>: Failed to establish a new connection: [Errno 111] Connection refused'))",48
PUT,/prime/v1/mto-shipments/{mtoShipmentID},500 Server Error: Internal Server Error for url: /prime/v1/mto-shipments/{mtoShipmentID},6
PATCH,/support/v1/mto-service-items/{mtoServiceItemID}/status,"HTTPSConnectionPool(host='api.exp.move.mil', port=443): Max retries exceeded with url: /support/v1/mto-service-items/3c55ac2e-0c25-405b-aec0-29f938136be0/status (Caused by NewConnectionError('<urllib3.connection.HTTPSConnection object at 0x7f3b05d92a60>: Failed to establish a new connection: [Errno 111] Connection refused'))",17
PUT,/prime/v1/mto-shipments/{mtoShipmentID}/agents/{agentID},"HTTPSConnectionPool(host='api.exp.move.mil', port=443): Max retries exceeded with url: /prime/v1/mto-shipments/74e33d1f-d813-45c4-9503-6893ea688a1f/agents/02f5b84b-5957-4822-ad86-76e627e20e00 (Caused by NewConnectionError('<urllib3.connection.HTTPSConnection object at 0x7f3b07264fa0>: Failed to establish a new connection: [Errno 111] Connection refused'))",3
PUT,/prime/v1/mto-shipments/{mtoShipmentID}/agents/{agentID},"HTTPSConnectionPool(host='api.exp.move.mil', port=443): Max retries exceeded with url: /prime/v1/mto-shipments/14829702-d2cd-4d1d-83e5-1e48f7301b57/agents/107d21af-2160-483b-bd8c-7e626fb7a785 (Caused by NewConnectionError('<urllib3.connection.HTTPSConnection object at 0x7f3b067d88b0>: Failed to establish a new connection: [Errno 110] Connection timed out'))",1
PUT,/prime/v1/mto-shipments/{mtoShipmentID}/addresses/{addressID},"HTTPSConnectionPool(host='api.exp.move.mil', port=443): Max retries exceeded with url: /prime/v1/mto-shipments/3a7228f7-b1a9-45e8-810d-2aea4b42d6ad/addresses/63338dd3-9e75-4a01-a14e-110f2f3a75a0 (Caused by NewConnectionError('<urllib3.connection.HTTPSConnection object at 0x7f3af14b2430>: Failed to establish a new connection: [Errno 111] Connection refused'))",1
PATCH,/support/v1/payment-requests/{paymentRequestID}/status,"HTTPSConnectionPool(host='api.exp.move.mil', port=443): Max retries exceeded with url: /support/v1/payment-requests/275b15ef-6712-4654-8e05-372903de5329/status (Caused by NewConnectionError('<urllib3.connection.HTTPSConnection object at 0x7f3b05b176a0>: Failed to establish a new connection: [Errno 111] Connection refused'))",40
PUT,/prime/v1/mto-shipments/{mtoShipmentID}/agents/{agentID},"HTTPSConnectionPool(host='api.exp.move.mil', port=443): Max retries exceeded with url: /prime/v1/mto-shipments/1deaca6e-bd5d-4d33-9879-963f6ae9950b/agents/848eeb80-5f13-431d-a902-75fc78e1d6a8 (Caused by NewConnectionError('<urllib3.connection.HTTPSConnection object at 0x7f3b06d33160>: Failed to establish a new connection: [Errno 111] Connection refused'))",1
PUT,/prime/v1/mto-shipments/{mtoShipmentID}/addresses/{addressID},"HTTPSConnectionPool(host='api.exp.move.mil', port=443): Max retries exceeded with url: /prime/v1/mto-shipments/d59ccc0a-f376-466d-8a2b-f8c651ef37cf/addresses/075dd7ef-4e73-44bc-8f18-682b602b4b06 (Caused by NewConnectionError('<urllib3.connection.HTTPSConnection object at 0x7f3af0935160>: Failed to establish a new connection: [Errno 111] Connection refused'))",1
GET,/support/v1move-task-orders/{moveTaskOrderID},"('Connection aborted.', RemoteDisconnected('Remote end closed connection without response'))",1051
PATCH,/support/v1/mto-service-items/{mtoServiceItemID}/status,"HTTPSConnectionPool(host='api.exp.move.mil', port=443): Max retries exceeded with url: /support/v1/mto-service-items/69a87b10-e646-4023-901f-384912867920/status (Caused by NewConnectionError('<urllib3.connection.HTTPSConnection object at 0x7f3b0e59e100>: Failed to establish a new connection: [Errno 111] Connection refused'))",2
PATCH,/support/v1/mto-shipments/{mtoShipmentID}/status,"HTTPSConnectionPool(host='api.exp.move.mil', port=443): Max retries exceeded with url: /support/v1/mto-shipments/7a0ccfe4-12e7-4df0-b543-57a27998f7b5/status (Caused by NewConnectionError('<urllib3.connection.HTTPSConnection object at 0x7f3b06e93e20>: Failed to establish a new connection: [Errno 110] Connection timed out'))",1
PUT,/prime/v1/mto-shipments/{mtoShipmentID},"HTTPSConnectionPool(host='api.exp.move.mil', port=443): Max retries exceeded with url: /prime/v1/mto-shipments/289aefa2-712b-43c9-9372-abb163cc62e5 (Caused by NewConnectionError('<urllib3.connection.HTTPSConnection object at 0x7f3b040c3d90>: Failed to establish a new connection: [Errno 111] Connection refused'))",2
PATCH,/support/v1/mto-shipments/{mtoShipmentID}/status,"HTTPSConnectionPool(host='api.exp.move.mil', port=443): Max retries exceeded with url: /support/v1/mto-shipments/3e482c93-57b9-4b7e-80a4-f36cc68523e9/status (Caused by NewConnectionError('<urllib3.connection.HTTPSConnection object at 0x7f3b04137130>: Failed to establish a new connection: [Errno 111] Connection refused'))",2
PUT,/prime/v1/mto-shipments/{mtoShipmentID}/agents/{agentID},"HTTPSConnectionPool(host='api.exp.move.mil', port=443): Max retries exceeded with url: /prime/v1/mto-shipments/b76c8c8a-7dc0-4b2a-a283-19e2f2d04220/agents/ce9c5570-90fd-4d82-889c-3ebd33e6722f (Caused by NewConnectionError('<urllib3.connection.HTTPSConnection object at 0x7f3af11b62e0>: Failed to establish a new connection: [Errno 111] Connection refused'))",4
PUT,/prime/v1/mto-shipments/{mtoShipmentID},"HTTPSConnectionPool(host='api.exp.move.mil', port=443): Max retries exceeded with url: /prime/v1/mto-shipments/7b9bb845-571c-4bed-a73f-65cdf3f7ddba (Caused by NewConnectionError('<urllib3.connection.HTTPSConnection object at 0x7f3b040be100>: Failed to establish a new connection: [Errno 110] Connection timed out'))",6
PUT,/prime/v1/mto-shipments/{mtoShipmentID}/agents/{agentID},"HTTPSConnectionPool(host='api.exp.move.mil', port=443): Max retries exceeded with url: /prime/v1/mto-shipments/ceeb214a-6097-404e-8049-e6a3ec7d73f3/agents/2dbe754e-9d4d-46d2-a8e3-b35966fd1813 (Caused by NewConnectionError('<urllib3.connection.HTTPSConnection object at 0x7f3b05ef5730>: Failed to establish a new connection: [Errno 110] Connection timed out'))",1
PATCH,/prime/v1/move-task-orders/{moveTaskOrderID}/post-counseling-info,"HTTPSConnectionPool(host='api.exp.move.mil', port=443): Max retries exceeded with url: /prime/v1/move-task-orders/9cdafdf0-3c7b-4340-96c8-2eb740cf46b5/post-counseling-info (Caused by NewConnectionError('<urllib3.connection.HTTPSConnection object at 0x7f3b07fb43d0>: Failed to establish a new connection: [Errno 110] Connection timed out'))",2
PUT,/prime/v1/mto-shipments/{mtoShipmentID}/addresses/{addressID},"HTTPSConnectionPool(host='api.exp.move.mil', port=443): Max retries exceeded with url: /prime/v1/mto-shipments/afd8a3c1-607f-4e9c-9ef1-825f9cc4ab87/addresses/43977cb5-cc6b-443a-aefe-4d396fdea452 (Caused by NewConnectionError('<urllib3.connection.HTTPSConnection object at 0x7f3b07565df0>: Failed to establish a new connection: [Errno 110] Connection timed out'))",1
PATCH,/support/v1/mto-shipments/{mtoShipmentID}/status,"HTTPSConnectionPool(host='api.exp.move.mil', port=443): Max retries exceeded with url: /support/v1/mto-shipments/90227b72-cdb3-4bc4-8812-9f130a7911b7/status (Caused by NewConnectionError('<urllib3.connection.HTTPSConnection object at 0x7f3b07016970>: Failed to establish a new connection: [Errno 111] Connection refused'))",10
